movieId,title,genres,tag,imdbId,tmdbId,director,cast,keywords
8727,"Day of the Locust, The (1975)",Drama,,72848,5122.0,johnschlesinger,"['donaldsutherland', 'karenblack', 'burgessmeredith']","['basedonnovelorbook', 'cinemaoncinema', 'moviebusiness', 'socialsatire', 'hollywood', 'losangeles,california', 'lynchmob', 'disturbed', 'accountant', 'lonelyman', '1930s', 'moviemogul', 'aspiringartist', 'oldhollywood', 'eveofworldwarii', 'baffled']"
8730,To End All Wars (2001),Action|Drama|War,,243609,1783.0,davidl.cunningham,"['ciaránmcmenamin', 'robertcarlyle', 'kiefersutherland']","['japan', 'scotland', 'traitor', 'worldwarii', 'freighttrain', 'railwaycar', 'teacher', 'jungle', 'corporalpunishment', 'bushido']"
8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance,,55572,31522.0,jean-lucgodard,"['annakarina', 'jean-claudebrialy', 'jean-paulbelmondo']",[]
8743,Biggles (1986),Adventure|Fantasy|Sci-Fi,,90729,22976.0,johnhough,"['neildickson', 'alexhyde-white', 'fionahutchison']","['worldwari', 'timetravel', 'twinbrother', 'fighterace']"
8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",Comedy,,57171,42801.0,vittoriodesica,"['sophialoren', 'marcellomastroianni', 'aldogiuffrè']","['prostitute', 'rome,italy', 'sexuality', 'naples,italy', 'anthology', 'sexualfreedom', 'lingerie', 'pregnantwoman', 'stockings', 'sexuallyempoweredwoman', 'pregnantwife', 'sexcomedy', 'sexuallyaggressivewoman', 'nylons', 'milan,italy']"
8753,Unprecedented: The 2000 Presidential Election (2002),Documentary,,346091,41316.0,richardrayperez,"['jamesbakeriii', 'georgew.bush', 'jebbush']",['womandirector']
8754,"Prime of Miss Jean Brodie, The (1969)",Drama,oscar(bestactress),64840,5179.0,ronaldneame,"['maggiesmith', 'robertstephens', 'pamelafranklin']","['basedonnovelorbook', 'lovetriangle', 'scotland', 'fascism', 'edinburgh,scotland', 'comingofage', 'teacher', 'eccentric', 'school', 'oldermanyoungerwomanrelationship', 'teacherstudentrelationship', 'teacherhero', 'spinster', 'nudemodeling', 'painterasartist', 'artteacher', 'femaleteacher', 'romantictriangle', 'hopelessromantic', 'sexualcuriosity', ""girls'school"", 'younggirlseducesoldman', 'younggirls', 'romanticism']"
8755,My Voyage to Italy (Il mio viaggio in Italia) (1999),Documentary,,173772,53198.0,martinscorsese,['martinscorsese'],"['italian', 'italy', 'sicilian', 'neorealism']"
8765,This Gun for Hire (1942),Crime|Film-Noir|Thriller,innetflixqueue,35432,16703.0,franktuttle,"['veronicalake', 'robertpreston', 'lairdcregar']","['police', 'hitman', 'propaganda', 'cat', 'paranoia', 'femmefatale', 'filmnoir', 'conspiracy', 'blackandwhite', 'train', 'hiredkiller', 'policeshootout', 'nightclubperformer', 'murdermystery', 'femalemagician']"
8771,Sherlock Holmes: Terror by Night (1946),Crime|Mystery|Thriller,,39017,20408.0,roywilliamneill,"['basilrathbone', 'nigelbruce', 'alanmowbray']","['mathematics', 'blackandwhite', 'privatedetective', 'jeweltheft', 'ginrummy', 'sherlockholmes']"
8772,"Spy Who Came in from the Cold, The (1965)",Drama|Thriller,,59749,13580.0,martinritt,"['richardburton', 'clairebloom', 'oskarwerner']","['library', 'spy', 'coldwar', 'grocer', 'ironcurtain', 'cynicism', 'whiskey', 'atheist', 'tribunal', 'blackandwhite', 'loveaffair', 'doublecross', 'alcoholic', 'filing', 'credit', 'exhilarated']"
8773,Sherlock Holmes and the Secret Weapon (1942),Crime|Mystery|Thriller,,35317,18706.0,roywilliamneill,"['basilrathbone', 'nigelbruce', 'lionelatwill']","['london,england', 'kidnapping', 'switzerland', 'worldwarii', 'invention', 'blackandwhite', 'gestapo', 'wareffort', 'secretcode', 'bomb-sight', 'dancingmen', 'falsebottomedtrunk', 'moriarty', 'holmesvsmoriarty', 'sherlockholmes']"
8774,Sherlock Holmes: The Woman in Green (1945),Mystery,,38259,34327.0,roywilliamneill,"['basilrathbone', 'nigelbruce', 'hillarybrooke']","['london,england', 'amnesia', 'blackmail', 'scotlandyard', 'investigation', 'hypnosis', 'violenceagainstwomen', 'femmefatale', 'trance', 'blackandwhite', 'seriesofmurders', 'hypnotist', 'hypnotism', 'ledge', 'blackmailer', 'assassinationattempt', 'mutilatedbody', 'severedfinger', 'silhouetteonwindowshade', 'bustofjuliuscaesar', 'holmesvsmoriarty', 'sherlockholmes']"
8778,Sherlock Holmes: Dressed to Kill (1946),Crime|Mystery,,38494,20417.0,roywilliamneill,"['basilrathbone', 'nigelbruce', 'patriciamorison']","['auction', 'blackandwhite', 'musicbox', 'sherlockholmes']"
8781,"Manchurian Candidate, The (2004)",Thriller,,368008,14462.0,jonathandemme,"['denzelwashington', 'merylstreep', 'lievschreiber']","['gulfwar', 'senator', 'canoe', 'kuwait', 'conspiracy', 'warhero', 'u.s.congress', 'implant']"
8782,Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi,,167456,14623.0,jonathanfrakes,"['bradycorbet', 'billpaxton', 'anthonyedwards']","['secretorganization', 'goldengatebridge', 'locker', 'oilrig\xa0', 'teenagehero', 'soakedclothes', 'thunderbirds']"
8783,"Village, The (2004)",Drama|Mystery|Thriller,atmospheric goodsoundtrack m.nightshyamalan,368447,6947.0,m.nightshyamalan,"['brycedallashoward', 'joaquinphoenix', 'adrienbrody']","['pennsylvania,usa', 'twist', 'forest', 'ruralarea', 'blindness', 'courtship', 'mentallyhandicappedman', 'aura', 'villagecouncil', 'bosque', 'plottwist']"
8784,Garden State (2004),Comedy|Drama|Romance,psychology,333766,401.0,zachbraff,"['zachbraff', 'natalieportman', 'ianholm']","['newjersey', 'unsociability', 'paraplegic', 'expensiverestaurant', 'lossoflovedone', 'popculture', 'difficultchildhood', 'ecstasy', 'strangeness', 'epilepsy', 'lethargy', 'answeringmachine', 'single', 'marijuana', 'losangeles,california', 'psychiatrist', 'gravedigger']"
8795,Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War,,275083,23305.0,asifkapadia,"['irrfankhan', 'puruchibber', 'ainoannuddin']",[]
8796,"Funny Thing Happened on the Way to the Forum, A (1966)",Comedy|Musical,rome,60438,17768.0,richardlester,"['zeromostel', 'jackgilford', 'philsilvers']","['virgin', 'freedom', 'basedonplayormusical', 'ancientrome', 'slave', 'slaveowner']"
8798,Collateral (2004),Action|Crime|Drama|Thriller,,369339,1538.0,michaelmann,"['tomcruise', 'jamiefoxx', 'jadapinkettsmith']","['taxi', 'police', 'hitman', 'hostage', 'self-fulfillingprophecy', 'taxidriver', 'fbi', 'nightclub', 'briefcase', 'sociopath', 'train', 'professionalhit', 'onenight', 'gunviolence', 'lapd', 'contractkiller', 'neo-noir', 'cabbie', 'frantic', 'federalprosecutor', 'dreary', 'cautionary', 'taxiride', 'suspensethriller', 'losangelesairport(lax)', 'bold']"
8799,Little Black Book (2004),Comedy|Romance,,361841,14846.0,nickhurran,"['brittanymurphy', 'hollyhunter', 'kathybates']","['plan', 'newjersey', 'technology', 'talkshow', 'ex-boyfriend', 'narration', 'interview', 'romcom', 'televisionproducer', 'sabotage', 'betrayalbyfriend', 'trenton,newjersey', 'daytimetalkshow', 'carlysimon']"
8800,Code 46 (2003),Romance|Sci-Fi,,345061,2577.0,michaelwinterbottom,"['timrobbins', 'samanthamorton', 'nabilelouahabi']","['future', 'shanghai,china', 'dystopia', 'seattle,washington', 'insuranceagent']"
8804,"Story of Women (Affaire de femmes, Une) (1988)",Drama,,96336,41975.0,claudechabrol,"['isabellehuppert', 'françoiscluzet', 'nilstavernier']","['basedonnovelorbook', 'worldwarii', 'basedontruestory', 'prostitution', 'nazicollaborationism', '1940s', 'abortion', 'occupiedfrance(1940-44)']"
8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,,366551,11282.0,dannyleiner,"['johncho', 'kalpenn', 'paulagarcés']","['siblingrelationship', 'newjersey', 'amsterdam,netherlands', 'roadtrip', 'cannabis', 'potsmoking', 'marijuana', 'policechase', 'eastasianlead', 'buddy', 'stoner', 'fastfood', 'onenight', 'buddycomedy', 'munchies', 'cropcircle', 'richparents', 'carsiren', 'bloodspurting']"
8808,"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,,368933,11130.0,garrymarshall,"['annehathaway', 'julieandrews', 'héctorelizondo']","['coronation', 'marriage', 'duty', 'fallinginlove']"
8809,Danny Deckchair (2003),Comedy|Romance,australia,337960,14389.0,jeffbalsmeyer,"['rhysifans', 'mirandaotto', 'justineclarke']",[]
8810,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,,370263,395.0,paulw.s.anderson,"['sanaalathan', 'lancehenriksen', 'ianwhyte']","['spacemarine', 'savingtheworld', 'predator', 'praise', 'pyramid', 'alien', 'creature', 'cosmos', 'crossover', 'absurd', 'familiar']"
8813,We Don't Live Here Anymore (2004),Drama,,361309,23601.0,johncurran,"['markruffalo', 'lauradern', 'peterkrause']","['adultery', 'infidelity', 'loyalty', 'marriage', 'forbiddenlove', 'unfaithfulness']"
8814,Without a Paddle (2004),Comedy,,364751,10762.0,stevenbrill,"['sethgreen', 'matthewlillard', 'daxshepard']","['friendship', 'lossoflovedone', 'camping', 'wilderness', 'treasurehunt', 'rafting', 'nature']"
8815,Exorcist: The Beginning (2004),Horror|Thriller,,204313,11026.0,rennyharlin,"['stellanskarsgård', 'izabellascorupco', ""jamesd'arcy""]","['obsession', 'religionandsupernatural', 'exorcism', 'remake', 'priest', 'paganism', 'devil', 'archaeologist', 'romancatholicchurch', 'demonicpossession', 'relic', 'crisisoffaith', 'archaeologicaldig', 'supernaturalhorror']"
8827,"Bill Cosby, Himself (1983)",Comedy|Documentary,standup,83652,20120.0,billcosby,['billcosby'],['stand-upcomedy']
8830,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller,,366174,11237.0,dwighth.little,"['johnnymessner', 'kadeestrickland', 'matthewmarsden']","['research', 'snake', 'predator', 'traitor', 'expedition', 'orchid', 'borneo', 'survival', 'jungle', 'anaconda', 'stormynight', 'kalimantan', 'animalhorror']"
8831,Suspect Zero (2004),Crime|Thriller,,324127,8080.0,e.eliasmerhige,"['aaroneckhart', 'benkingsley', 'carrie-annemoss']",['serialkiller']
8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama,,374330,14797.0,heping,"['jiangwen', 'kiichinakai', 'wangxueqi']","['gobidesert', 'cavalry', 'wuxia', 'peplum', '8thcentury']"
8833,Vanity Fair (2004),Drama|Romance,,241025,11632.0,miranair,"['reesewitherspoon', 'jamespurefoy', 'jonathanrhysmeyers']","['london,england', 'advancement', 'lover', 'britishempire', 'aristocrat', 'womandirector']"
8835,Paparazzi (2004),Drama|Thriller,,338325,15644.0,paulabascal,"['colehauser', 'robintunney', 'dennisfarina']","['blackmail', 'paparazzi', 'suspicion', 'videosurveillance', 'revenge', 'stalking', 'invasionofprivacy', 'losangeles,california', 'caraccident', 'tragicevent', 'policeinvestigation']"
8836,Wicker Park (2004),Drama|Romance|Thriller,,324554,11208.0,paulmcguigan,"['joshhartnett', 'rosebyrne', 'matthewlillard']","[""loveofone'slife"", 'leave', 'look-alike', 'intrigue']"
8838,Alice Doesn't Live Here Anymore (1974),Drama|Romance,innetflixqueue,71115,16153.0,martinscorsese,"['ellenburstyn', 'kriskristofferson', 'alfredlutter']","['waitress', 'widow', 'arizona', 'son', 'roadtrip', 'singer', 'tucson,arizona', 'phoenix,arizona']"
8840,Who's That Knocking at My Door? (1967),Drama,,63803,42694.0,martinscorsese,"['harveykeitel', 'zinabethune', 'annecollette']","['italianamerican', 'catholicguilt']"
8844,Camera Buff (Amator) (1979),Drama,,78763,42164.0,krzysztofkieślowski,"['jerzystuhr', 'małgorzataząbkowska', 'ewapokas']","['factoryworker', 'factory', 'camera', 'poland', 'filmmaking', 'super8mmfootage', 'documentaryfilmmaking', 'maritalproblem', 'communistparty', 'thuggishboss', 'partypolitics', 'post-warpoland', 'studentfilm', 'filmfestival', 'newfather', 'someonewithacamera']"
8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama,,46521,12548.0,federicofellini,"['francointerlenghi', 'albertosordi', 'francofabrizi']","['friendship', 'pregnancy', 'ladykiller', 'blackandwhite', 'neorealism', 'italianneorealism']"
8860,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,,337921,9759.0,davidr.ellis,"['kimbasinger', 'chrisevans', 'jasonstatham']","['police', 'psychopath', 'bank', 'telephone', 'losangeles,california', 'homeinvasion', 'cellphone', 'duringcreditsstinger']"
8861,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,,318627,1577.0,alexanderwitt,"['millajovovich', 'siennaguillory', 'odedfehr']","['rescue', 'martialarts', 'dystopia', 'mutant', 'conspiracy', 'evilcorporation', 'zombie', 'basedonvideogame', 'intense']"
8864,Mr. 3000 (2004),Comedy|Drama,,339412,16232.0,charlesstoneiii,"['berniemac', 'angelabassett', 'michaelrispoli']","['sports', 'baseball']"
8865,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,,346156,5137.0,kerryconran,"['judelaw', 'gwynethpaltrow', 'angelinajolie']","['journalist', 'london,england', 'himalayamountainrange', 'killerrobot', 'computerwar', 'steampunk', 'robot']"
8866,Wimbledon (2004),Comedy|Romance,,360201,11823.0,richardloncraine,"['kirstendunst', 'paulbettany', 'samneill']","['newlove', 'sports', 'tennis', 'tennisplayer', 'wimbledon', 'tournament', 'professionalsports', 'professionalathlete', 'athlete']"
8869,First Daughter (2004),Comedy|Romance,,361620,13969.0,forestwhitaker,"['katieholmes', 'marcblucas', 'amerie']","['daughter', 'usapresident', 'undercover', 'college', 'romcom', 'firstlady', 'lying', 'youngadult', 'u.s.secretserviceagent', 'overprotectivefather']"
8870,"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller,,356618,10145.0,josephruben,"['juliannemoore', 'dominicwest', 'garysinise']","['airplane', 'lossoflovedone', 'delusion', 'motel', 'grief', 'sexualtension', 'memory', 'airplanecrash', 'medication', 'psychiatrist', 'erasedmemory', 'shot', 'suspenseful']"
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,,318462,1653.0,waltersalles,"['gaelgarcíabernal', 'rodrigodelaserna', 'mercedesmorán']","['basedonnovelorbook', 'peru', 'revolution', 'asthma', 'cheguevara', 'cubanrevolution', 'chile', 'argentina', 'motorcycle', 'guajirapeninsula', 'lepercolony', 'biochemist', 'roadmovie']"
8874,Shaun of the Dead (2004),Comedy|Horror,zombies,365748,747.0,edgarwright,"['simonpegg', 'nickfrost', 'kateashfield']","['london,england', 'darkcomedy', 'satire', 'surrey', 'parody', 'slacker', 'friends', 'survival', 'zombie', 'cynical', 'survivalhorror', 'britishpub', 'boyfriendgirlfriendrelationship', 'taunting', 'zombieapocalypse', 'frantic', 'satirical', 'desperate', 'anxious', 'playful', 'dramatic', 'suspenseful', 'witty', 'amused', 'defiant', 'exuberant', 'farcical']"
8875,"Come Back, Little Sheba (1952)",Drama,alcoholism marriage,44509,84214.0,danielmann,"['burtlancaster', 'shirleybooth', 'terrymoore']","['dreams', 'marriage', 'basedonplayormusical', 'lodger', 'alcoholism', 'dog', 'alcoholicsanonymous']"
8879,Murder on the Orient Express (1974),Crime|Mystery|Thriller,agathachristie oscar(bestsupportingactress) train,71877,4176.0,sidneylumet,"['albertfinney', 'laurenbacall', 'martinbalsam']","['basedonnovelorbook', 'repayment', 'detective', 'passenger', 'investigation', 'orientexpress', 'snow', 'whodunit', 'train', 'murdermystery', '1930s']"
8880,Mask (1985),Drama,disability,89560,11177.0,peterbogdanovich,"['cher', 'samelliott', 'ericstoltz']","['deformation', 'rocker', 'fallinginlove', 'singlemother', 'disabled', 'bodyimage', 'bikers', 'innerbeauty']"
8894,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller,,76504,12707.0,michaelanderson,"['richardharris', 'charlotterampling', 'willsampson']","['ship', 'whale', 'marinebiologist', 'fisherman', 'newfoundlandandlabrador', 'miscarriage', 'killerwhale', 'jaws', 'animalhorror', 'vengeance', 'mobydick', 'orca']"
8905,1492: Conquest of Paradise (1992),Adventure|Drama,,103594,1492.0,ridleyscott,"['gérarddepardieu', 'armandassante', 'sigourneyweaver']","['indigenous', 'thenewworld', 'discoveryofamerica', 'nativeamerican', '15thcentury', 'conquistador', 'ageofdiscovery']"
8906,Cannibal Holocaust (1980),Horror,,78935,8689.0,ruggerodeodato,"['robertkerman', 'francescaciardi', 'perrypirkanen']","['adultery', 'rape', 'snake', 'pig', 'cultureclash', 'ritual', 'moviebusiness', 'leech', 'spider', 'animalattack', 'controversy', 'swamp', 'tribe', 'vomit', 'amazonrainforest', 'filminfilm', 'humansacrifice', 'jungle', 'torture', 'rapeandmurder', 'brutality', 'cannibal', 'hatchet', 'southamerica', 'filmmaking', 'missingperson', 'fakedocumentary', 'misogyny', 'ritualsacrifice', 'foundfootage', 'documentaryfilmmaking', 'tortoise', 'videonasty', 'lostfootage', 'animalcruelty', 'amazontribe', 'vomitingwoman', 'abusedwoman', 'filmwithinafilm', 'adulterouswife', 'filmcensorship', 'filmindustry', 'guerillafilmmaking', 'bannedfilm', 'disemboweling', 'filmreel', 'yacomo']"
8907,Shark Tale (2004),Animation|Children|Comedy,,307453,10555.0,vickyjenson,"['willsmith', 'robertdeniro', 'renéezellweger']","['fish', 'secretlove', 'hero', 'missionofmurder', 'vegetarian', 'threatofdeath', 'anthropomorphism', 'shark', 'womandirector']"
8908,Ladder 49 (2004),Action|Drama|Thriller,,349710,11128.0,jayrussell,"['joaquinphoenix', 'johntravolta', 'jacindabarrett']","['rescue', 'hero', 'fire', 'disaster', 'firefighting', 'ledge', 'practicaljoke', 'firefighter']"
8910,I Heart Huckabees (2004),Comedy,,356721,1599.0,davido.russell,"['jasonschwartzman', 'isabellehuppert', 'dustinhoffman']","['jealousy', 'wife', 'detective', 'protest', 'celebrity', 'rivalry', 'religion', 'universe', 'anger', 'husband', 'existentialism', 'enviroment']"
8911,Raise Your Voice (2004),Romance,,361696,14024.0,seanmcnamara,"['hilaryduff', 'oliverjames', 'davidkeith']","[""life'sdream"", 'aspiringsinger', 'singer', 'deathofbrother', 'grieving', 'musicschool', 'overprotectivefather']"
8912,Taxi (2004),Action|Comedy,,316732,11045.0,timstory,"['queenlatifah', 'jimmyfallon', 'giselebündchen']","['newyorkcity', 'taxidriver', 'detective', 'idiot', 'damage', 'beautifulwoman', 'undercovercop', 'caraccident', 'model', 'bankrobbery', 'anger', 'portuguese', 'armedrobbery', 'baddriver', 'bmw', 'fastcar', 'racedriving', 'robberygang', 'comedyoferrors', 'modifieds', 'speedracing']"
8914,Primer (2004),Drama|Sci-Fi,timetravel,390384,14337.0,shanecarruth,"['shanecarruth', 'davidsullivan', 'caseygooden']","['distrust', 'garage', 'mathematics', 'identitycrisis', 'timetravel', 'timemachine', 'paradox', 'mechanicalengineering', 'determinism']"
8915,Stage Beauty (2004),Drama,,368658,26108.0,richardeyre,"['clairedanes', 'billycrudup', 'derekhutchinson']","['duke', 'basedonplayormusical', '17thcentury']"
8916,Shall We Dance? (2004),Comedy|Romance,,358135,4380.0,peterchelsom,"['richardgere', 'jenniferlopez', 'susansarandon']","['dance', 'jealousy', 'husbandwiferelationship', 'dancer', 'dancingmaster', 'musical', 'love', 'ballroomdancing', 'danceinstructor', 'danceteacher', 'lonelyman', 'dancestudio', 'ballroomculture']"
8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy,,372588,3989.0,treyparker,"['treyparker', 'mattstone', 'kristenmiller']","['egypt', 'government', 'france', 'paris,france', 'cairo', 'capitalism', 'lossoflovedone', 'shotgun', 'waronterror', 'shipwreck', 'patriotism', 'pentagon', 'americandream', 'destroy', 'louvremuseum', 'americanwayoflife', 'panama', 'damage', 'parody', 'failure', 'puppetry', 'eiffeltower,paris', 'globalpolitics', 'massdestruction', 'agents']"
8918,Eulogy (2004),Comedy|Crime|Drama,,349416,16358.0,michaelclancy,"['hankazaria', 'jessebradford', 'zooeydeschanel']","['funeral', 'familysecrets', 'dysfunctionalfamily', 'deathinfamily', 'familyconflict']"
8919,P.S. (2004),Comedy|Drama|Fantasy|Romance,,380609,25313.0,dylankidd,"['lauralinney', 'gabrielbyrne', 'loissmith']","['newyorkcity', 'basedonnovelorbook', 'amends', 'confession', 'painting', 'artist', 'college', 'interview', 'painter', 'exhusband', 'bestfriend', 'divorcedwoman', 'childhoodhome', 'ex-husbandex-wiferelationship', 'columbiauniversity', 'deathofboyfriend', 'memorabilia', 'may/december', 'motherdaughterrelationship', 'brothersisterrelationship', 'collegeapplications', 'memories', 'collegecampus', 'collegeadmissions']"
8920,"Country Girl, The (1954)",Drama,oscar(bestactress),46874,2438.0,georgeseaton,"['bingcrosby', 'gracekelly', 'williamholden']","['diva', 'basedonplayormusical', 'stagefright', 'backstage', 'alcoholic', 'rehearsal', 'drunkenness']"
8921,"Rose Tattoo, The (1955)",Drama|Romance,,48563,65550.0,danielmann,"['annamagnani', 'burtlancaster', 'marisapavan']","['tattoo', 'italianamerican', 'lossoflovedone', 'widow', 'louisiana', 'basedonplayormusical', 'truckdriver', 'motherdaughterrelationship']"
8928,"Fearless Vampire Killers, The (1967)",Comedy|Horror,,61655,3053.0,romanpolanski,"['jackmacgowran', 'romanpolanski', 'alfiebass']","['vampire', 'professor']"
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama,,90985,18499.0,denysarcand,"['dominiquemichel', 'dorothéeberryman', 'louiseportal']",[]
8934,Bebe's Kids (1992),Animation|Children|Comedy,,103783,36616.0,brucew.smith,"['robinharris', 'faizonlove', 'vanessabellcalloway']","['pirate', 'themepark', 'adultanimation', 'kidsinperil', 'stand-upcomedian']"
8937,Friday Night Lights (2004),Action|Drama,,390022,13416.0,peterberg,"['billybobthornton', 'lucasblack', 'garretthedlund']","['highschool', 'career', 'basedonnovelorbook', 'sports', 'season', 'americanfootball', 'texas', 'comeback', 'coach', 'racism', 'drunk', 'injury', 'quarterback']"
8938,Tarnation (2003),Documentary,parenthood psychology,390538,1435.0,jonathancaouette,"['reneeleblanc', 'adolphdavis', 'jonathancaouette']","['lossofsenseofreality', 'rape', 'schizophrenia', 'psychopath', 'texas', 'fosterparents', 'single', 'malehomosexuality', 'relationship', 'familyfeud', 'electroshock']"
8939,"Final Cut, The (2004)",Sci-Fi|Thriller,,364343,11099.0,omarnaim,"['robinwilliams', 'mirasorvino', 'jimcaviezel']","['dyinganddeath', 'boss', 'microchip', 'secret']"
8943,Being Julia (2004),Comedy|Drama,stage,340012,18701.0,istvánszabó,"['annettebening', 'jeremyirons', 'miriammargolyes']","['london,england', 'channelislands', 'olderwomanyoungermanrelationship', '1930s', 'stageactress']"
8946,Surviving Christmas (2004),Comedy,,252028,15566.0,mikemitchell,"['benaffleck', 'jamesgandolfini', 'christinaapplegate']","['holiday', 'romcom', 'christmas']"
8947,"Grudge, The (2004)",Horror|Mystery|Thriller,,391198,1970.0,takashishimizu,"['sarahmichellegellar', 'jasonbehr', 'takakofuji']","['nurse', 'house', 'remake', 'curse', 'tokyo,japan', 'oldwoman', 'catatonia', 'suspenseful', 'sinister', 'frightened', 'ominous']"
8948,Alfie (2004),Comedy|Drama|Romance,,375173,8849.0,charlesshyer,"['judelaw', 'marisatomei', 'omarepps']","['newyorkcity', 'cheating', 'flirt', 'lover', 'olderwomanseducesyoungerguy', 'womanizer', 'playboy', 'love', 'remake', 'breakingthefourthwall', 'fearofcommitment', 'commitment', 'commitmentissues', 'mischievous']"
8949,Sideways (2004),Comedy|Drama|Romance,wine,375063,9675.0,alexanderpayne,"['paulgiamatti', 'thomashadenchurch', 'virginiamadsen']","['california', 'basedonnovelorbook', 'golf', 'wine', 'roadtrip', 'stagnight', 'marijuana', 'writer', 'buddy', 'santabarbara,california', 'candid', 'winedrinking', 'winery', 'playful', 'romantic', 'whimsical', 'amused', 'antagonistic', 'cheerful', 'sincere', 'sympathetic']"
8950,The Machinist (2004),Drama|Mystery|Thriller,christianbale creepy powerfulending psychology schizophrenia twistending psychology,361862,4553.0,bradanderson,"['christianbale', 'jenniferjasonleigh', 'aitanasánchez-gijón']","['factory', 'insomnia', 'postit', 'machinist', 'osha', 'taunting', 'manhole', 'onearmedman', 'torment', ""mother'sday"", 'losingweight', 'oldphotograph', 'dostoevsky', 'urbangothic']"
8951,Vera Drake (2004),Drama,abortion,383694,11109.0,mikeleigh,"['imeldastaunton', 'phildavis', 'sallyhawkins']","['police', 'england', 'pregnancy', 'motherrole', ""women'sprison"", 'neighbor', 'femaleprotagonist', 'miscarriage', 'tailor', 'fingerprint', 'unwantedpregnancy', '1950s']"
8952,Falling Angels (2003),Drama,,365183,48678.0,scottsmith,"['mirandarichardson', 'callumkeithrennie', 'katharineisabelle']",[]
8954,Lightning in a Bottle (2004),Documentary,,396705,126148.0,antoinefuqua,"['greggallman', 'solomonburke', 'billcosby']",[]
8955,Undertow (2004),Crime|Drama|Thriller,,360130,16131.0,davidgordongreen,"['jamiebell', 'joshlucas', 'dermotmulroney']","['river', 'runaway', 'uncle', 'dysfunctionalfamily', 'grandparents', 'curse', 'towtruck', 'illness', 'ex-con', 'savannahgeorgia', 'jealousbrother', 'southerngothic', 'brothers', 'pigfarm', 'ruralsouth', 'secret', 'boy', 'violence', 'valuablecoins']"
8957,Saw (2004),Horror|Mystery|Thriller,brutal clever disturbing greatending mindfuck surpriseending suspense,387564,176.0,jameswan,"['caryelwes', 'leighwhannell', 'dannyglover']","['sadism', 'shotgun', 'detective', 'flashback', 'hospital', 'doctor', 'torture', 'sadist', 'survivalhorror', 'chained', 'bludgeoning', 'deathmatch', 'boobytrap', 'mindgame', 'extremeviolence', 'deathgame']"
8958,Ray (2004),Drama,biopic,350258,1677.0,taylorhackford,"['jamiefoxx', 'kerrywashington', 'reginaking']","['blindnessandimpairedvision', 'countrymusic', 'jazz', 'lossoflovedone', 'overdose', 'busride', 'georgia', 'melancholy', 'recordproducer', 'biography', 'ragstoriches', 'childhoodtrauma', 'gospel', 'indianapolis', 'recordlabel', 'recordingstudio', 'pianist', 'usahistory', 'cautionary']"
8959,Birth (2004),Drama|Mystery,,337876,10740.0,jonathanglazer,"['nicolekidman', 'cameronbright', 'dannyhuston']","['infidelity', 'newyorkcity', 'opera', 'lossoflovedone', 'loveletter', 'reincarnation', 'engagement', 'friends', 'littleboy', 'grief', 'mistress', 'wedding', 'loveaffair', 'widower', 'death', 'engagedwoman', 'obsessivelove', 'marriageengagement', 'lifeafterdeath', 'newyorkwinter']"
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,disney superhero animation samuell.jackson,317705,9806.0,bradbird,"['craigt.nelson', 'hollyhunter', 'sarahvowell']","['hero', 'secretidentity', 'superhero', 'villain', 'familyrelationships', 'superpower', 'supervillain', '1950s', '1960s', 'superherofamily']"
8964,Callas Forever (2002),Drama,,274407,47959.0,francozeffirelli,"['fannyardant', 'jeremyirons', 'joanplowright']",['opera']
8965,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX,,338348,5255.0,robertzemeckis,"['tomhanks', 'lesliezemeckis', 'eddiedeezen']","['faith', 'holiday', 'santaclaus', 'nerd', 'bell', 'train', 'beard', 'northpole', 'trestle', 'ticket', 'traintravel', 'christmas']"
